251|100|113|3
201|109|112|4
183|8|9|3
302|127|134|2
192|79|80|4
89|101|102|4
105|64|65|5
340|122|123|3
343|10|11|3
83|26|27|3
113|73|76|4
142|77|78|4
240|16|135|1
14|55|56|4
75|71|72|4
25|57|58|4
99|46|47|3
110|48|53|3
150|54|89|3
97|103|104|4
333|51|52|4
146|13|14|2
168|35|36|4
174|94|95|3
78|24|25|3
116|107|108|4
38|59|60|4
149|33|34|4
337|91|92|4
319|137|140|2
280|114|115|3
296|118|121|3
213|96|97|3
355|87|88|4
96|30|45|3
350|124|125|3
153|74|75|5
348|41|42|4
311|83|84|4
48|63|66|4
331|39|40|4
98|105|106|4
243|21|22|4
58|31|32|4
288|116|117|3
73|69|70|4
231|81|82|4
227|98|99|3
304|136|141|1
62|130|131|3
60|67|68|4
244|132|133|3
63|138|139|3
212|17|126|2
47|110|111|5
303|119|120|4
320|85|86|4
189|2|15|1
4|18|19|3
356|43|44|4
95|28|29|3
68|20|23|3
234|5|6|4
44|61|62|4
194|49|50|4
220|37|38|4
181|4|7|3
42|128|129|3
124|3|12|2
156|90|93|3
