1681|8|9|7
2040|11|12|8
7801|18|19|11
5592|21|22|10
5593|23|24|10
5717|28|29|11
7905|31|32|12
2645|36|37|11
2646|38|39|11
9133|44|45|13
9788|51|52|14
9789|53|54|14
6992|56|57|13
4400|59|60|12
9957|63|64|14
9958|65|66|14
8491|68|69|13
8492|70|71|13
2381|76|77|9
8943|83|84|8
9057|86|87|9
8945|89|90|8
5142|97|98|8
5693|101|102|8
5694|103|104|8
3635|106|107|7
3630|112|113|9
2229|117|118|8
8760|122|123|11
8761|124|125|11
9916|128|129|11
5444|143|144|12
9739|151|152|14
9740|153|154|14
9741|155|156|14
6812|158|159|13
6813|160|161|13
4432|163|164|12
3252|166|167|11
4441|171|172|10
6158|174|175|11
1186|181|182|8
8303|186|187|11
8304|188|189|11
8305|190|191|11
1862|193|194|10
8349|199|200|14
7699|203|204|14
7700|205|206|14
6389|208|209|13
4474|211|212|12
5163|214|215|13
9648|219|220|12
9594|229|230|10
9595|231|232|10
9596|233|234|10
5988|240|241|11
8846|243|244|12
9220|246|247|13
9221|248|249|13
9222|250|251|13
6144|255|256|12
6145|257|258|12
6146|259|260|12
5758|266|267|11
5250|270|271|11
5251|272|273|11
6666|277|278|10
5628|287|288|6
9670|291|292|8
9671|293|294|8
9672|295|296|8
6244|298|299|7
2195|305|306|8
2196|307|308|8
5222|312|313|9
5980|318|319|11
5007|321|322|10
5008|323|324|10
7876|332|333|13
7877|334|335|13
7878|336|337|13
9710|342|343|13
9711|344|345|13
9712|346|347|13
9584|352|353|11
9585|354|355|11
9586|356|357|11
2413|363|364|8
2418|366|367|9
9859|370|371|9
9860|372|373|9
857|378|379|7
5429|388|389|9
5430|390|391|9
4090|393|394|8
6294|398|399|9
9825|401|402|10
9826|403|404|10
2443|407|408|8
8638|416|417|11
9730|419|420|12
9731|421|422|12
8640|424|425|11
6598|427|428|10
8061|431|432|10
8730|434|435|11
8731|436|437|11
8063|439|440|10
4771|442|443|9
4284|445|446|8
5913|450|451|9
7765|454|455|11
9899|457|458|12
9900|459|460|12
9901|461|462|12
7767|464|465|11
7058|467|468|10
7059|469|470|10
6487|479|480|10
6938|482|483|11
7940|485|486|12
6940|488|489|11
3610|493|494|10
9203|498|499|13
9204|500|501|13
4796|504|505|13
4011|508|509|11
4271|511|512|12
3540|516|517|9
3433|519|520|8
6180|530|531|11
9385|533|534|12
9386|535|536|12
7470|540|541|11
3233|548|549|11
4224|553|554|12
5048|558|559|13
5049|560|561|13
5050|562|563|13
2804|568|569|11
5324|573|574|14
1273|582|583|9
3066|587|588|8
5445|591|592|10
5446|593|594|10
5447|595|596|10
4190|598|599|9
4191|600|601|9
9028|605|606|10
9029|607|608|10
8844|610|611|9
8845|612|613|9
7736|619|620|10
8906|622|623|11
8907|624|625|11
7738|627|628|10
2658|635|636|8
2900|639|640|10
8574|644|645|13
8575|646|647|13
3768|654|655|11
4483|658|659|13
9734|661|662|14
9735|663|664|14
9150|669|670|14
9151|671|672|14
7410|675|676|14
8997|678|679|15
6420|685|686|12
9592|689|690|14
9593|691|692|14
8521|695|696|14
8069|698|699|13
2750|704|705|9
4508|712|713|11
4509|714|715|11
4510|716|717|11
5276|720|721|11
8641|728|729|11
9432|731|732|12
9433|733|734|12
8643|736|737|11
6039|744|745|11
6040|746|747|11
6063|750|751|11
6768|753|754|12
6065|756|757|11
9974|762|763|11
9975|764|765|11
9365|768|769|11
9366|770|771|11
8036|773|774|10
3192|776|777|9
8306|785|786|12
8307|787|788|12
5911|791|792|10
5912|793|794|10
4747|797|798|10
6595|800|801|11
6596|802|803|11
6215|806|807|11
6030|811|812|10
6031|813|814|10
7818|822|823|9
3668|829|830|6
7611|844|845|13
9138|847|848|14
9139|849|850|14
9971|852|853|15
9972|854|855|15
9973|856|857|15
3426|866|867|13
3427|868|869|13
6472|871|872|14
2549|875|876|12
2655|883|884|14
2268|886|887|13
9375|893|894|18
9376|895|896|18
9377|897|898|18
9116|900|901|17
6805|903|904|16
6785|907|908|16
8429|912|913|17
8430|914|915|17
7342|917|918|16
6037|921|922|14
8948|926|927|13
9820|929|930|14
9821|931|932|14
9822|933|934|14
2224|937|938|12
4020|941|942|12
4021|943|944|12
7889|946|947|13
7890|948|949|13
7891|950|951|13
1122|956|957|9
8124|960|961|11
8125|962|963|11
6106|966|967|11
6107|968|969|11
9844|973|974|12
8106|976|977|11
9281|979|980|12
9282|981|982|12
9283|983|984|12
6910|994|995|11
6911|996|997|11
8148|1002|1003|13
4536|1008|1009|11
7333|1015|1016|12
9183|1018|1019|13
9184|1020|1021|13
9530|1025|1026|14
9531|1027|1028|14
9583|1030|1031|15
8301|1034|1035|13
8302|1036|1037|13
6867|1040|1041|11
8469|1050|1051|13
5707|1053|1054|12
5969|1058|1059|13
5970|1060|1061|13
4954|1066|1067|15
6345|1069|1070|16
6346|1071|1072|16
6111|1078|1079|17
5484|1082|1083|17
3508|1086|1087|15
7625|1091|1092|16
9163|1094|1095|17
9186|1097|1098|18
9187|1099|1100|18
9188|1101|1102|18
9165|1104|1105|17
7627|1107|1108|16
8991|1111|1112|16
8992|1113|1114|16
8793|1117|1118|16
8794|1119|1120|16
5569|1125|1126|14
2627|1130|1131|11
3173|1135|1136|12
1848|1139|1140|10
5403|1148|1149|9
5687|1151|1152|10
1533|1156|1157|9
5518|1160|1161|9
5519|1162|1163|9
5545|1169|1170|10
9738|1173|1174|12
8564|1176|1177|11
8565|1178|1179|11
3647|1189|1190|10
7345|1193|1194|10
9743|1197|1198|10
9744|1199|1200|10
9745|1201|1202|10
6395|1207|1208|10
6396|1209|1210|10
6397|1211|1212|10
8588|1216|1217|11
8589|1218|1219|11
6485|1221|1222|10
6825|1224|1225|11
5525|1228|1229|9
8018|1233|1234|10
8019|1235|1236|10
8020|1237|1238|10
6844|1242|1243|11
4084|1246|1247|11
6553|1249|1250|12
6554|1251|1252|12
6555|1253|1254|12
5320|1257|1258|12
5321|1259|1260|12
4502|1265|1266|10
4132|1276|1277|9
6862|1281|1282|10
7514|1285|1286|12
7515|1287|1288|12
7516|1289|1290|12
7193|1292|1293|11
2481|1299|1300|12
6887|1303|1304|12
6888|1305|1306|12
6889|1307|1308|12
5783|1313|1314|14
8978|1316|1317|15
8979|1318|1319|15
9041|1321|1322|16
5785|1325|1326|14
4897|1335|1336|12
4898|1337|1338|12
7572|1341|1342|14
7573|1343|1344|14
8538|1346|1347|15
8539|1348|1349|15
8540|1350|1351|15
5737|1354|1355|13
5738|1356|1357|13
7088|1362|1363|11
7089|1364|1365|11
9173|1377|1378|16
9174|1379|1380|16
6434|1382|1383|15
6080|1386|1387|15
6081|1388|1389|15
9845|1394|1395|15
9846|1396|1397|15
