id,type,string_id,height,depth
1,TreeNode,1,15,0
2,TreeNode,1.1,14,1
13,TreeNode,1.1.1,13,2
22,TreeNode,1.1.1.1,0,3
23,TreeNode,1.1.1.2,10,3
92,TreeNode,1.1.1.2.1,0,4
93,TreeNode,1.1.1.2.2,0,4
94,TreeNode,1.1.1.2.3,7,4
662,TreeNode,1.1.1.2.3.1,0,5
663,TreeNode,1.1.1.2.3.2,0,5
664,TreeNode,1.1.1.2.3.3,6,5
1062,TreeNode,1.1.1.2.3.3.1,0,6
1063,TreeNode,1.1.1.2.3.3.2,0,6
1064,TreeNode,1.1.1.2.3.3.3,0,6
1065,TreeNode,1.1.1.2.3.3.4,5,6
2662,TreeNode,1.1.1.2.3.3.4.1,0,7
2663,TreeNode,1.1.1.2.3.3.4.2,0,7
2664,TreeNode,1.1.1.2.3.3.4.3,0,7
2665,TreeNode,1.1.1.2.3.3.4.4,0,7
2666,TreeNode,1.1.1.2.3.3.4.5,0,7
2667,TreeNode,1.1.1.2.3.3.4.6,0,7
2668,TreeNode,1.1.1.2.3.3.4.7,0,7
2669,TreeNode,1.1.1.2.3.3.4.8,0,7
2670,TreeNode,1.1.1.2.3.3.4.9,1,7
7595,TreeNode,1.1.1.2.3.3.4.9.1,0,8
7596,TreeNode,1.1.1.2.3.3.4.9.2,0,8
7597,TreeNode,1.1.1.2.3.3.4.9.3,0,8
7598,TreeNode,1.1.1.2.3.3.4.9.4,0,8
7599,TreeNode,1.1.1.2.3.3.4.9.5,0,8
7600,TreeNode,1.1.1.2.3.3.4.9.6,0,8
7601,TreeNode,1.1.1.2.3.3.4.9.7,0,8
7602,TreeNode,1.1.1.2.3.3.4.9.8,0,8
7603,TreeNode,1.1.1.2.3.3.4.9.9,0,8
7604,TreeNode,1.1.1.2.3.3.4.9.10,0,8
2671,TreeNode,1.1.1.2.3.3.4.10,4,7
3926,TreeNode,1.1.1.2.3.3.4.10.1,2,8
3957,TreeNode,1.1.1.2.3.3.4.10.1.1,0,9
3958,TreeNode,1.1.1.2.3.3.4.10.1.2,0,9
3959,TreeNode,1.1.1.2.3.3.4.10.1.3,0,9
3960,TreeNode,1.1.1.2.3.3.4.10.1.4,0,9
3961,TreeNode,1.1.1.2.3.3.4.10.1.5,0,9
3962,TreeNode,1.1.1.2.3.3.4.10.1.6,0,9
3963,TreeNode,1.1.1.2.3.3.4.10.1.7,0,9
3964,TreeNode,1.1.1.2.3.3.4.10.1.8,1,9
5656,TreeNode,1.1.1.2.3.3.4.10.1.8.1,0,10
5657,TreeNode,1.1.1.2.3.3.4.10.1.8.2,0,10
5658,TreeNode,1.1.1.2.3.3.4.10.1.8.3,0,10
