start_id,start_vertex_type,end_id,end_vertex_type
2,TreeNode,1,TreeNode
3,TreeNode,2,TreeNode
6,TreeNode,3,TreeNode
7,TreeNode,6,TreeNode
8,TreeNode,7,TreeNode
39,TreeNode,8,TreeNode
58,TreeNode,39,TreeNode
65,TreeNode,58,TreeNode
66,TreeNode,58,TreeNode
93,TreeNode,66,TreeNode
96,TreeNode,93,TreeNode
94,TreeNode,66,TreeNode
95,TreeNode,66,TreeNode
67,TreeNode,58,TreeNode
75,TreeNode,67,TreeNode
80,TreeNode,75,TreeNode
76,TreeNode,67,TreeNode
59,TreeNode,39,TreeNode
9,TreeNode,7,TreeNode
11,TreeNode,9,TreeNode
40,TreeNode,11,TreeNode
41,TreeNode,11,TreeNode
42,TreeNode,41,TreeNode
68,TreeNode,42,TreeNode
43,TreeNode,41,TreeNode
44,TreeNode,41,TreeNode
71,TreeNode,44,TreeNode
72,TreeNode,44,TreeNode
12,TreeNode,9,TreeNode
18,TreeNode,12,TreeNode
30,TreeNode,18,TreeNode
88,TreeNode,30,TreeNode
31,TreeNode,18,TreeNode
60,TreeNode,31,TreeNode
61,TreeNode,31,TreeNode
100,TreeNode,61,TreeNode
62,TreeNode,31,TreeNode
85,TreeNode,62,TreeNode
86,TreeNode,62,TreeNode
87,TreeNode,62,TreeNode
32,TreeNode,18,TreeNode
33,TreeNode,32,TreeNode
34,TreeNode,32,TreeNode
45,TreeNode,34,TreeNode
48,TreeNode,45,TreeNode
49,TreeNode,45,TreeNode
46,TreeNode,34,TreeNode
47,TreeNode,34,TreeNode
97,TreeNode,47,TreeNode
98,TreeNode,47,TreeNode
99,TreeNode,47,TreeNode
35,TreeNode,32,TreeNode
19,TreeNode,12,TreeNode
50,TreeNode,19,TreeNode
53,TreeNode,50,TreeNode
54,TreeNode,50,TreeNode
51,TreeNode,19,TreeNode
52,TreeNode,19,TreeNode
69,TreeNode,52,TreeNode
70,TreeNode,52,TreeNode
20,TreeNode,12,TreeNode
24,TreeNode,20,TreeNode
13,TreeNode,9,TreeNode
10,TreeNode,7,TreeNode
14,TreeNode,10,TreeNode
25,TreeNode,14,TreeNode
37,TreeNode,25,TreeNode
63,TreeNode,37,TreeNode
64,TreeNode,37,TreeNode
38,TreeNode,25,TreeNode
73,TreeNode,38,TreeNode
74,TreeNode,38,TreeNode
26,TreeNode,14,TreeNode
15,TreeNode,10,TreeNode
17,TreeNode,15,TreeNode
27,TreeNode,17,TreeNode
36,TreeNode,27,TreeNode
78,TreeNode,36,TreeNode
79,TreeNode,36,TreeNode
28,TreeNode,17,TreeNode
55,TreeNode,28,TreeNode
77,TreeNode,55,TreeNode
56,TreeNode,28,TreeNode
57,TreeNode,28,TreeNode
16,TreeNode,10,TreeNode
81,TreeNode,16,TreeNode
82,TreeNode,16,TreeNode
89,TreeNode,82,TreeNode
4,TreeNode,2,TreeNode
5,TreeNode,4,TreeNode
21,TreeNode,5,TreeNode
90,TreeNode,21,TreeNode
91,TreeNode,21,TreeNode
92,TreeNode,21,TreeNode
22,TreeNode,5,TreeNode
29,TreeNode,22,TreeNode
83,TreeNode,29,TreeNode
84,TreeNode,29,TreeNode
23,TreeNode,5,TreeNode
