id,type,string_id,height,depth
1,TreeNode,1,21,0
2,TreeNode,1.1,17,1
28,TreeNode,1.1.1,10,2
439,TreeNode,1.1.1.1,0,3
440,TreeNode,1.1.1.2,8,3
1165,TreeNode,1.1.1.2.1,0,4
1166,TreeNode,1.1.1.2.2,0,4
1167,TreeNode,1.1.1.2.3,4,4
2550,TreeNode,1.1.1.2.3.1,3,5
3066,TreeNode,1.1.1.2.3.1.1,0,6
3067,TreeNode,1.1.1.2.3.1.2,0,6
3068,TreeNode,1.1.1.2.3.1.3,2,6
4737,TreeNode,1.1.1.2.3.1.3.1,1,7
7388,TreeNode,1.1.1.2.3.1.3.1.1,0,8
7389,TreeNode,1.1.1.2.3.1.3.1.2,0,8
7390,TreeNode,1.1.1.2.3.1.3.1.3,0,8
4738,TreeNode,1.1.1.2.3.1.3.2,0,7
4739,TreeNode,1.1.1.2.3.1.3.3,0,7
3069,TreeNode,1.1.1.2.3.1.4,0,6
2551,TreeNode,1.1.1.2.3.2,0,5
2552,TreeNode,1.1.1.2.3.3,2,5
3934,TreeNode,1.1.1.2.3.3.1,1,6
6329,TreeNode,1.1.1.2.3.3.1.1,0,7
6330,TreeNode,1.1.1.2.3.3.1.2,0,7
6331,TreeNode,1.1.1.2.3.3.1.3,0,7
3935,TreeNode,1.1.1.2.3.3.2,0,6
3936,TreeNode,1.1.1.2.3.3.3,0,6
2553,TreeNode,1.1.1.2.3.4,2,5
6880,TreeNode,1.1.1.2.3.4.1,1,6
7050,TreeNode,1.1.1.2.3.4.1.1,0,7
7051,TreeNode,1.1.1.2.3.4.1.2,0,7
7052,TreeNode,1.1.1.2.3.4.1.3,0,7
7053,TreeNode,1.1.1.2.3.4.1.4,0,7
7054,TreeNode,1.1.1.2.3.4.1.5,0,7
6881,TreeNode,1.1.1.2.3.4.2,0,6
6882,TreeNode,1.1.1.2.3.4.3,0,6
6883,TreeNode,1.1.1.2.3.4.4,1,6
9675,TreeNode,1.1.1.2.3.4.4.1,0,7
9676,TreeNode,1.1.1.2.3.4.4.2,0,7
9677,TreeNode,1.1.1.2.3.4.4.3,0,7
9678,TreeNode,1.1.1.2.3.4.4.4,0,7
9679,TreeNode,1.1.1.2.3.4.4.5,0,7
6884,TreeNode,1.1.1.2.3.4.5,1,6
9215,TreeNode,1.1.1.2.3.4.5.1,0,7
9216,TreeNode,1.1.1.2.3.4.5.2,0,7
9217,TreeNode,1.1.1.2.3.4.5.3,0,7
2554,TreeNode,1.1.1.2.3.5,0,5
