start_id,start_vertex_type,end_id,end_vertex_type
2,TreeNode,1,TreeNode
6,TreeNode,2,TreeNode
3,TreeNode,1,TreeNode
7,TreeNode,3,TreeNode
36,TreeNode,7,TreeNode
37,TreeNode,7,TreeNode
38,TreeNode,7,TreeNode
39,TreeNode,7,TreeNode
8,TreeNode,3,TreeNode
16,TreeNode,8,TreeNode
56,TreeNode,16,TreeNode
95,TreeNode,56,TreeNode
96,TreeNode,56,TreeNode
97,TreeNode,56,TreeNode
98,TreeNode,97,TreeNode
99,TreeNode,97,TreeNode
100,TreeNode,97,TreeNode
57,TreeNode,16,TreeNode
58,TreeNode,16,TreeNode
17,TreeNode,8,TreeNode
20,TreeNode,17,TreeNode
26,TreeNode,20,TreeNode
67,TreeNode,26,TreeNode
68,TreeNode,26,TreeNode
69,TreeNode,26,TreeNode
75,TreeNode,69,TreeNode
76,TreeNode,69,TreeNode
77,TreeNode,69,TreeNode
86,TreeNode,77,TreeNode
70,TreeNode,26,TreeNode
87,TreeNode,70,TreeNode
88,TreeNode,70,TreeNode
27,TreeNode,20,TreeNode
28,TreeNode,20,TreeNode
43,TreeNode,28,TreeNode
46,TreeNode,43,TreeNode
44,TreeNode,28,TreeNode
45,TreeNode,28,TreeNode
59,TreeNode,45,TreeNode
60,TreeNode,45,TreeNode
29,TreeNode,20,TreeNode
21,TreeNode,17,TreeNode
23,TreeNode,21,TreeNode
65,TreeNode,23,TreeNode
89,TreeNode,65,TreeNode
90,TreeNode,65,TreeNode
66,TreeNode,23,TreeNode
22,TreeNode,17,TreeNode
24,TreeNode,22,TreeNode
35,TreeNode,24,TreeNode
51,TreeNode,35,TreeNode
25,TreeNode,22,TreeNode
18,TreeNode,8,TreeNode
19,TreeNode,8,TreeNode
30,TreeNode,19,TreeNode
31,TreeNode,19,TreeNode
32,TreeNode,19,TreeNode
78,TreeNode,32,TreeNode
79,TreeNode,32,TreeNode
80,TreeNode,32,TreeNode
4,TreeNode,1,TreeNode
5,TreeNode,1,TreeNode
9,TreeNode,5,TreeNode
10,TreeNode,9,TreeNode
11,TreeNode,9,TreeNode
12,TreeNode,11,TreeNode
33,TreeNode,12,TreeNode
91,TreeNode,33,TreeNode
92,TreeNode,33,TreeNode
93,TreeNode,33,TreeNode
94,TreeNode,33,TreeNode
34,TreeNode,12,TreeNode
62,TreeNode,34,TreeNode
63,TreeNode,34,TreeNode
64,TreeNode,34,TreeNode
13,TreeNode,11,TreeNode
40,TreeNode,13,TreeNode
41,TreeNode,13,TreeNode
47,TreeNode,41,TreeNode
48,TreeNode,41,TreeNode
49,TreeNode,41,TreeNode
50,TreeNode,41,TreeNode
52,TreeNode,50,TreeNode
81,TreeNode,52,TreeNode
82,TreeNode,52,TreeNode
53,TreeNode,50,TreeNode
54,TreeNode,50,TreeNode
55,TreeNode,50,TreeNode
42,TreeNode,13,TreeNode
71,TreeNode,42,TreeNode
72,TreeNode,42,TreeNode
73,TreeNode,42,TreeNode
74,TreeNode,42,TreeNode
83,TreeNode,74,TreeNode
84,TreeNode,74,TreeNode
85,TreeNode,74,TreeNode
14,TreeNode,11,TreeNode
15,TreeNode,11,TreeNode
61,TreeNode,15,TreeNode
