id,type,string_id,height,depth
2,TreeNode,1,9,0
3,TreeNode,1.1,1,1
6,TreeNode,1.1.1,0,2
4,TreeNode,1.2,8,1
7,TreeNode,1.2.1,7,2
10,TreeNode,1.2.1.1,6,3
19,TreeNode,1.2.1.1.1,5,4
25,TreeNode,1.2.1.1.1.1,4,5
42,TreeNode,1.2.1.1.1.1.1,3,6
54,TreeNode,1.2.1.1.1.1.1.1,2,7
117,TreeNode,1.2.1.1.1.1.1.1.1,0,8
118,TreeNode,1.2.1.1.1.1.1.1.2,1,8
147,TreeNode,1.2.1.1.1.1.1.1.2.1,0,9
148,TreeNode,1.2.1.1.1.1.1.1.2.2,0,9
149,TreeNode,1.2.1.1.1.1.1.1.2.3,0,9
119,TreeNode,1.2.1.1.1.1.1.1.3,1,8
189,TreeNode,1.2.1.1.1.1.1.1.3.1,0,9
190,TreeNode,1.2.1.1.1.1.1.1.3.2,0,9
55,TreeNode,1.2.1.1.1.1.1.2,2,7
81,TreeNode,1.2.1.1.1.1.1.2.1,0,8
82,TreeNode,1.2.1.1.1.1.1.2.2,0,8
83,TreeNode,1.2.1.1.1.1.1.2.3,1,8
140,TreeNode,1.2.1.1.1.1.1.2.3.1,0,9
141,TreeNode,1.2.1.1.1.1.1.2.3.2,0,9
26,TreeNode,1.2.1.1.1.2,4,5
47,TreeNode,1.2.1.1.1.2.1,3,6
56,TreeNode,1.2.1.1.1.2.1.1,2,7
96,TreeNode,1.2.1.1.1.2.1.1.1,1,8
196,TreeNode,1.2.1.1.1.2.1.1.1.1,0,9
97,TreeNode,1.2.1.1.1.2.1.1.2,0,8
48,TreeNode,1.2.1.1.1.2.2,3,6
57,TreeNode,1.2.1.1.1.2.2.1,2,7
84,TreeNode,1.2.1.1.1.2.2.1.1,1,8
165,TreeNode,1.2.1.1.1.2.2.1.1.1,0,9
166,TreeNode,1.2.1.1.1.2.2.1.1.2,0,9
167,TreeNode,1.2.1.1.1.2.2.1.1.3,0,9
58,TreeNode,1.2.1.1.1.2.2.2,2,7
110,TreeNode,1.2.1.1.1.2.2.2.1,1,8
162,TreeNode,1.2.1.1.1.2.2.2.1.1,0,9
163,TreeNode,1.2.1.1.1.2.2.2.1.2,0,9
164,TreeNode,1.2.1.1.1.2.2.2.1.3,0,9
111,TreeNode,1.2.1.1.1.2.2.2.2,1,8
135,TreeNode,1.2.1.1.1.2.2.2.2.1,0,9
136,TreeNode,1.2.1.1.1.2.2.2.2.2,0,9
137,TreeNode,1.2.1.1.1.2.2.2.2.3,0,9
8,TreeNode,1.2.2,0,2
9,TreeNode,1.2.3,7,2
11,TreeNode,1.2.3.1,6,3
14,TreeNode,1.2.3.1.1,0,4
15,TreeNode,1.2.3.1.2,5,4
23,TreeNode,1.2.3.1.2.1,4,5
35,TreeNode,1.2.3.1.2.1.1,1,6
59,TreeNode,1.2.3.1.2.1.1.1,0,7
36,TreeNode,1.2.3.1.2.1.2,3,6
60,TreeNode,1.2.3.1.2.1.2.1,2,7
101,TreeNode,1.2.3.1.2.1.2.1.1,1,8
130,TreeNode,1.2.3.1.2.1.2.1.1.1,0,9
131,TreeNode,1.2.3.1.2.1.2.1.1.2,0,9
132,TreeNode,1.2.3.1.2.1.2.1.1.3,0,9
102,TreeNode,1.2.3.1.2.1.2.1.2,1,8
179,TreeNode,1.2.3.1.2.1.2.1.2.1,0,9
180,TreeNode,1.2.3.1.2.1.2.1.2.2,0,9
181,TreeNode,1.2.3.1.2.1.2.1.2.3,0,9
103,TreeNode,1.2.3.1.2.1.2.1.3,1,8
169,TreeNode,1.2.3.1.2.1.2.1.3.1,0,9
170,TreeNode,1.2.3.1.2.1.2.1.3.2,0,9
171,TreeNode,1.2.3.1.2.1.2.1.3.3,0,9
61,TreeNode,1.2.3.1.2.1.2.2,0,7
24,TreeNode,1.2.3.1.2.2,0,5
16,TreeNode,1.2.3.1.3,5,4
29,TreeNode,1.2.3.1.3.1,4,5
43,TreeNode,1.2.3.1.3.1.1,3,6
69,TreeNode,1.2.3.1.3.1.1.1,0,7
70,TreeNode,1.2.3.1.3.1.1.2,2,7
120,TreeNode,1.2.3.1.3.1.1.2.1,1,8
182,TreeNode,1.2.3.1.3.1.1.2.1.1,0,9
183,TreeNode,1.2.3.1.3.1.1.2.1.2,0,9
184,TreeNode,1.2.3.1.3.1.1.2.1.3,0,9
71,TreeNode,1.2.3.1.3.1.1.3,2,7
94,TreeNode,1.2.3.1.3.1.1.3.1,1,8
129,TreeNode,1.2.3.1.3.1.1.3.1.1,0,9
95,TreeNode,1.2.3.1.3.1.1.3.2,1,8
150,TreeNode,1.2.3.1.3.1.1.3.2.1,0,9
151,TreeNode,1.2.3.1.3.1.1.3.2.2,0,9
152,TreeNode,1.2.3.1.3.1.1.3.2.3,0,9
44,TreeNode,1.2.3.1.3.1.2,3,6
77,TreeNode,1.2.3.1.3.1.2.1,1,7
109,TreeNode,1.2.3.1.3.1.2.1.1,0,8
78,TreeNode,1.2.3.1.3.1.2.2,2,7
124,TreeNode,1.2.3.1.3.1.2.2.1,0,8
125,TreeNode,1.2.3.1.3.1.2.2.2,1,8
133,TreeNode,1.2.3.1.3.1.2.2.2.1,0,9
134,TreeNode,1.2.3.1.3.1.2.2.2.2,0,9
79,TreeNode,1.2.3.1.3.1.2.3,2,7
85,TreeNode,1.2.3.1.3.1.2.3.1,0,8
86,TreeNode,1.2.3.1.3.1.2.3.2,1,8
156,TreeNode,1.2.3.1.3.1.2.3.2.1,0,9
157,TreeNode,1.2.3.1.3.1.2.3.2.2,0,9
158,TreeNode,1.2.3.1.3.1.2.3.2.3,0,9
87,TreeNode,1.2.3.1.3.1.2.3.3,1,8
142,TreeNode,1.2.3.1.3.1.2.3.3.1,0,9
30,TreeNode,1.2.3.1.3.2,4,5
45,TreeNode,1.2.3.1.3.2.1,3,6
62,TreeNode,1.2.3.1.3.2.1.1,2,7
115,TreeNode,1.2.3.1.3.2.1.1.1,0,8
116,TreeNode,1.2.3.1.3.2.1.1.2,1,8
197,TreeNode,1.2.3.1.3.2.1.1.2.1,0,9
63,TreeNode,1.2.3.1.3.2.1.2,0,7
46,TreeNode,1.2.3.1.3.2.2,1,6
65,TreeNode,1.2.3.1.3.2.2.1,0,7
31,TreeNode,1.2.3.1.3.3,0,5
12,TreeNode,1.2.3.2,6,3
