id,type,string_id,height,depth
1,TreeNode,1,8,0
2,TreeNode,1.1,1,1
311,TreeNode,1.1.1,0,2
312,TreeNode,1.1.2,0,2
313,TreeNode,1.1.3,0,2
314,TreeNode,1.1.4,0,2
315,TreeNode,1.1.5,0,2
316,TreeNode,1.1.6,0,2
317,TreeNode,1.1.7,0,2
318,TreeNode,1.1.8,0,2
3,TreeNode,1.2,0,1
4,TreeNode,1.3,7,1
16,TreeNode,1.3.1,0,2
17,TreeNode,1.3.2,3,2
802,TreeNode,1.3.2.1,0,3
803,TreeNode,1.3.2.2,0,3
804,TreeNode,1.3.2.3,0,3
805,TreeNode,1.3.2.4,0,3
806,TreeNode,1.3.2.5,2,3
818,TreeNode,1.3.2.5.1,0,4
819,TreeNode,1.3.2.5.2,1,4
827,TreeNode,1.3.2.5.2.1,0,5
828,TreeNode,1.3.2.5.2.2,0,5
829,TreeNode,1.3.2.5.2.3,0,5
830,TreeNode,1.3.2.5.2.4,0,5
831,TreeNode,1.3.2.5.2.5,0,5
832,TreeNode,1.3.2.5.2.6,0,5
833,TreeNode,1.3.2.5.2.7,0,5
834,TreeNode,1.3.2.5.2.8,0,5
820,TreeNode,1.3.2.5.3,0,4
821,TreeNode,1.3.2.5.4,0,4
822,TreeNode,1.3.2.5.5,0,4
823,TreeNode,1.3.2.5.6,0,4
824,TreeNode,1.3.2.5.7,0,4
825,TreeNode,1.3.2.5.8,0,4
826,TreeNode,1.3.2.5.9,0,4
807,TreeNode,1.3.2.6,0,3
808,TreeNode,1.3.2.7,0,3
18,TreeNode,1.3.3,6,2
32,TreeNode,1.3.3.1,5,3
248,TreeNode,1.3.3.1.1,0,4
249,TreeNode,1.3.3.1.2,0,4
250,TreeNode,1.3.3.1.3,0,4
251,TreeNode,1.3.3.1.4,4,4
255,TreeNode,1.3.3.1.4.1,0,5
256,TreeNode,1.3.3.1.4.2,1,5
964,TreeNode,1.3.3.1.4.2.1,0,6
965,TreeNode,1.3.3.1.4.2.2,0,6
966,TreeNode,1.3.3.1.4.2.3,0,6
967,TreeNode,1.3.3.1.4.2.4,0,6
968,TreeNode,1.3.3.1.4.2.5,0,6
969,TreeNode,1.3.3.1.4.2.6,0,6
970,TreeNode,1.3.3.1.4.2.7,0,6
257,TreeNode,1.3.3.1.4.3,0,5
258,TreeNode,1.3.3.1.4.4,0,5
259,TreeNode,1.3.3.1.4.5,0,5
260,TreeNode,1.3.3.1.4.6,3,5
