id,type,integer_id,upper_bound,height,depth
1,TreeNode,1,2000,8,0
2,TreeNode,2,19,1,1
311,TreeNode,3,4,0,2
312,TreeNode,5,6,0,2
313,TreeNode,7,8,0,2
314,TreeNode,9,10,0,2
315,TreeNode,11,12,0,2
316,TreeNode,13,14,0,2
317,TreeNode,15,16,0,2
318,TreeNode,17,18,0,2
3,TreeNode,20,21,0,1
4,TreeNode,22,927,7,1
16,TreeNode,23,24,0,2
17,TreeNode,25,74,3,2
802,TreeNode,26,27,0,3
803,TreeNode,28,29,0,3
804,TreeNode,30,31,0,3
805,TreeNode,32,33,0,3
806,TreeNode,34,69,2,3
818,TreeNode,35,36,0,4
819,TreeNode,37,54,1,4
827,TreeNode,38,39,0,5
828,TreeNode,40,41,0,5
829,TreeNode,42,43,0,5
830,TreeNode,44,45,0,5
831,TreeNode,46,47,0,5
832,TreeNode,48,49,0,5
833,TreeNode,50,51,0,5
834,TreeNode,52,53,0,5
820,TreeNode,55,56,0,4
821,TreeNode,57,58,0,4
822,TreeNode,59,60,0,4
823,TreeNode,61,62,0,4
824,TreeNode,63,64,0,4
825,TreeNode,65,66,0,4
826,TreeNode,67,68,0,4
807,TreeNode,70,71,0,3
808,TreeNode,72,73,0,3
18,TreeNode,75,306,6,2
32,TreeNode,76,169,5,3
248,TreeNode,77,78,0,4
249,TreeNode,79,80,0,4
250,TreeNode,81,82,0,4
251,TreeNode,83,162,4,4
255,TreeNode,84,85,0,5
256,TreeNode,86,101,1,5
964,TreeNode,87,88,0,6
965,TreeNode,89,90,0,6
966,TreeNode,91,92,0,6
967,TreeNode,93,94,0,6
968,TreeNode,95,96,0,6
969,TreeNode,97,98,0,6
970,TreeNode,99,100,0,6
257,TreeNode,102,103,0,5
258,TreeNode,104,105,0,5
259,TreeNode,106,107,0,5
260,TreeNode,108,155,3,5
596,TreeNode,109,142,2,6
603,TreeNode,110,111,0,7
604,TreeNode,112,113,0,7
605,TreeNode,114,115,0,7
606,TreeNode,116,135,1,7
867,TreeNode,117,118,0,8
868,TreeNode,119,120,0,8
869,TreeNode,121,122,0,8
870,TreeNode,123,124,0,8
871,TreeNode,125,126,0,8
872,TreeNode,127,128,0,8
873,TreeNode,129,130,0,8
874,TreeNode,131,132,0,8
875,TreeNode,133,134,0,8
607,TreeNode,136,137,0,7
608,TreeNode,138,139,0,7
609,TreeNode,140,141,0,7
597,TreeNode,143,144,0,6
598,TreeNode,145,146,0,6
599,TreeNode,147,148,0,6
600,TreeNode,149,150,0,6
601,TreeNode,151,152,0,6
602,TreeNode,153,154,0,6
261,TreeNode,156,157,0,5
262,TreeNode,158,159,0,5
263,TreeNode,160,161,0,5
252,TreeNode,163,164,0,4
253,TreeNode,165,166,0,4
254,TreeNode,167,168,0,4
33,TreeNode,170,171,0,3
34,TreeNode,172,173,0,3
35,TreeNode,174,175,0,3
36,TreeNode,176,273,3,3
198,TreeNode,177,178,0,4
199,TreeNode,179,180,0,4
200,TreeNode,181,182,0,4
201,TreeNode,183,200,1,4
921,TreeNode,184,185,0,5
922,TreeNode,186,187,0,5
923,TreeNode,188,189,0,5
924,TreeNode,190,191,0,5
925,TreeNode,192,193,0,5
926,TreeNode,194,195,0,5
927,TreeNode,196,197,0,5
928,TreeNode,198,199,0,5
202,TreeNode,201,236,2,4
294,TreeNode,202,203,0,5
295,TreeNode,204,205,0,5
296,TreeNode,206,207,0,5
297,TreeNode,208,225,1,5
659,TreeNode,209,210,0,6
660,TreeNode,211,212,0,6
661,TreeNode,213,214,0,6
662,TreeNode,215,216,0,6
663,TreeNode,217,218,0,6
664,TreeNode,219,220,0,6
665,TreeNode,221,222,0,6
666,TreeNode,223,224,0,6
298,TreeNode,226,227,0,5
299,TreeNode,228,229,0,5
300,TreeNode,230,231,0,5
301,TreeNode,232,233,0,5
302,TreeNode,234,235,0,5
203,TreeNode,237,270,2,4
205,TreeNode,238,239,0,5
206,TreeNode,240,241,0,5
207,TreeNode,242,243,0,5
208,TreeNode,244,245,0,5
209,TreeNode,246,247,0,5
210,TreeNode,248,267,1,5
587,TreeNode,249,250,0,6
588,TreeNode,251,252,0,6
589,TreeNode,253,254,0,6
590,TreeNode,255,256,0,6
591,TreeNode,257,258,0,6
592,TreeNode,259,260,0,6
593,TreeNode,261,262,0,6
594,TreeNode,263,264,0,6
595,TreeNode,265,266,0,6
211,TreeNode,268,269,0,5
