96|22|23|5
36|8|9|3
80|116|117|5
48|155|156|6
46|66|67|7
39|14|15|3
83|182|183|7
100|29|30|6
75|46|47|7
57|33|34|4
14|191|192|4
71|175|176|6
68|43|44|6
10|126|127|3
92|133|134|6
18|104|105|3
98|25|26|6
60|74|75|7
64|145|146|6
66|89|90|6
99|27|28|6
27|62|63|5
25|100|101|5
87|56|57|7
30|107|108|4
61|194|195|5
76|48|49|7
85|186|187|7
82|163|164|8
72|177|178|6
53|166|167|7
90|86|87|7
84|184|185|7
63|143|144|6
55|170|171|7
79|114|115|5
89|84|85|7
49|157|158|6
51|96|97|7
44|69|70|6
29|78|79|5
54|168|169|7
73|179|180|6
31|109|110|4
95|20|21|5
67|41|42|6
78|112|113|5
88|58|59|7
91|131|132|6
59|72|73|7
37|10|11|3
62|141|142|6
86|51|52|8
38|12|13|3
93|135|136|6
94|137|138|6
47|153|154|6
4|122|123|1
58|35|36|4
6|3|4|2
40|150|151|5
81|161|162|8
