96|22|23|5
36|8|9|3
15|193|196|4
80|116|117|5
50|159|172|6
48|155|156|6
21|81|92|4
46|66|67|7
69|45|54|6
39|14|15|3
83|182|183|7
100|29|30|6
75|46|47|7
57|33|34|4
45|71|76|6
13|149|190|4
14|191|192|4
71|175|176|6
65|83|88|6
68|43|44|6
10|126|127|3
35|95|98|6
92|133|134|6
18|104|105|3
98|25|26|6
2|2|5|1
23|82|91|5
34|140|147|5
19|106|119|3
60|74|75|7
33|130|139|5
97|24|31|5
43|65|68|6
64|145|146|6
66|89|90|6
56|19|32|4
17|38|103|3
99|27|28|6
27|62|63|5
25|100|101|5
87|56|57|7
28|64|77|5
5|124|199|1
30|107|108|4
61|194|195|5
76|48|49|7
77|50|53|7
85|186|187|7
82|163|164|8
72|177|178|6
53|166|167|7
7|7|16|2
90|86|87|7
84|184|185|7
63|143|144|6
55|170|171|7
79|114|115|5
41|152|173|5
89|84|85|7
49|157|158|6
70|55|60|6
51|96|97|7
8|17|120|2
52|160|165|7
16|18|37|3
44|69|70|6
29|78|79|5
54|168|169|7
24|94|99|5
74|181|188|6
73|179|180|6
31|109|110|4
3|6|121|1
20|39|80|4
11|128|197|3
26|40|61|5
42|174|189|5
95|20|21|5
67|41|42|6
78|112|113|5
88|58|59|7
9|125|198|2
91|131|132|6
59|72|73|7
37|10|11|3
32|111|118|4
62|141|142|6
86|51|52|8
38|12|13|3
93|135|136|6
94|137|138|6
47|153|154|6
4|122|123|1
58|35|36|4
6|3|4|2
12|129|148|4
40|150|151|5
81|161|162|8
22|93|102|4
